akansha_angry,akansha_neutral,arzoo_angry,arzoo_neutral,emily_angry,emily_neutral,isha_angry,isha_neutral,lorelai_angry,mompatil_angry_2,mompatil_neutral,olivia_angry,olivia_neutral,pallavi_angry,pallavi_neutral,paris_angry,paris_neutral,pdb_angry,pdb_neutral,pooja_angry,pooja_neutral,pritha_angry,pritha_neutral,sayalee_angry,sayalee_neutral,tanvi_angry,tanvi_neutral,young_angry,young_neutral,angry_woman,neutral_woman
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
